,id,date,status,no2
2732,9629,2020-11-26 22:00:00+00:00,FINAL,
2733,9629,2020-11-26 22:30:00+00:00,FINAL,40.928
2734,9629,2020-11-26 23:00:00+00:00,FINAL,
2735,9629,2020-11-26 23:30:00+00:00,FINAL,34.807
2736,9629,2020-11-27 00:00:00+00:00,FINAL,
2737,9629,2020-11-27 00:30:00+00:00,FINAL,28.114
2738,9629,2020-11-27 01:00:00+00:00,FINAL,
2739,9629,2020-11-27 01:30:00+00:00,FINAL,27.922
2740,9629,2020-11-27 02:00:00+00:00,FINAL,
2741,9629,2020-11-27 02:30:00+00:00,FINAL,29.644
2742,9629,2020-11-27 03:00:00+00:00,FINAL,
2743,9629,2020-11-27 03:30:00+00:00,FINAL,31.747
2744,9629,2020-11-27 04:00:00+00:00,FINAL,
2745,9629,2020-11-27 04:30:00+00:00,FINAL,33.851
2746,9629,2020-11-27 05:00:00+00:00,FINAL,
2747,9629,2020-11-27 05:30:00+00:00,FINAL,40.736
2748,9629,2020-11-27 06:00:00+00:00,FINAL,
2749,9629,2020-11-27 06:30:00+00:00,FINAL,40.163
2750,9629,2020-11-27 07:00:00+00:00,FINAL,
2751,9629,2020-11-27 07:30:00+00:00,FINAL,50.299
2752,9629,2020-11-27 08:00:00+00:00,FINAL,
2753,9629,2020-11-27 08:30:00+00:00,FINAL,55.462
2754,9629,2020-11-27 09:00:00+00:00,FINAL,
2755,9629,2020-11-27 09:30:00+00:00,FINAL,48.769
2756,9629,2020-11-27 10:00:00+00:00,FINAL,
2757,9629,2020-11-27 10:30:00+00:00,FINAL,40.736
2758,9629,2020-11-27 11:00:00+00:00,FINAL,
2759,9629,2020-11-27 11:30:00+00:00,FINAL,37.294
2760,9629,2020-11-27 12:00:00+00:00,FINAL,
2761,9629,2020-11-27 12:30:00+00:00,FINAL,36.146
2762,9629,2020-11-27 13:00:00+00:00,FINAL,
2763,9629,2020-11-27 13:30:00+00:00,FINAL,29.261
2764,9629,2020-11-27 14:00:00+00:00,FINAL,
2765,9629,2020-11-27 14:30:00+00:00,FINAL,27.731
2766,9629,2020-11-27 15:00:00+00:00,FINAL,
2767,9629,2020-11-27 15:30:00+00:00,FINAL,27.349
2768,9629,2020-11-27 16:00:00+00:00,FINAL,
2769,9629,2020-11-27 16:30:00+00:00,FINAL,28.305
2770,9629,2020-11-27 17:00:00+00:00,FINAL,
2771,9629,2020-11-27 17:30:00+00:00,FINAL,35.764
2772,9629,2020-11-27 18:00:00+00:00,FINAL,
2773,9629,2020-11-27 18:30:00+00:00,FINAL,32.321
2774,9629,2020-11-27 19:00:00+00:00,FINAL,
2775,9629,2020-11-27 19:30:00+00:00,FINAL,32.32125
2776,9629,2020-11-27 20:00:00+00:00,FINAL,
2777,9629,2020-11-27 20:30:00+00:00,FINAL,32.321
2778,9629,2020-11-27 21:00:00+00:00,FINAL,
2779,9629,2020-11-27 21:30:00+00:00,FINAL,35.381
2780,9629,2020-11-27 22:00:00+00:00,FINAL,
2781,9629,2020-11-27 22:30:00+00:00,FINAL,34.807
2782,9629,2020-11-27 23:00:00+00:00,FINAL,
2783,9629,2020-11-27 23:30:00+00:00,FINAL,29.835
2784,9629,2020-11-28 00:00:00+00:00,FINAL,
2785,9629,2020-11-28 00:30:00+00:00,FINAL,28.496
2786,9629,2020-11-28 01:00:00+00:00,FINAL,
2787,9629,2020-11-28 01:30:00+00:00,FINAL,25.436
2788,9629,2020-11-28 02:00:00+00:00,FINAL,
2789,9629,2020-11-28 02:30:00+00:00,FINAL,23.715
2790,9629,2020-11-28 03:00:00+00:00,FINAL,
2791,9629,2020-11-28 03:30:00+00:00,FINAL,26.201
2792,9629,2020-11-28 04:00:00+00:00,FINAL,
2793,9629,2020-11-28 04:30:00+00:00,FINAL,31.365
2794,9629,2020-11-28 05:00:00+00:00,FINAL,
2795,9629,2020-11-28 05:30:00+00:00,FINAL,24.48
2796,9629,2020-11-28 06:00:00+00:00,FINAL,
2797,9629,2020-11-28 06:30:00+00:00,FINAL,21.994
2798,9629,2020-11-28 07:00:00+00:00,FINAL,
2799,9629,2020-11-28 07:30:00+00:00,FINAL,20.273
2800,9629,2020-11-28 08:00:00+00:00,FINAL,
2801,9629,2020-11-28 08:30:00+00:00,FINAL,28.305
2802,9629,2020-11-28 09:00:00+00:00,FINAL,
2803,9629,2020-11-28 09:30:00+00:00,FINAL,33.278
2804,9629,2020-11-28 10:00:00+00:00,FINAL,
2805,9629,2020-11-28 10:30:00+00:00,FINAL,32.704
2806,9629,2020-11-28 11:00:00+00:00,FINAL,
2807,9629,2020-11-28 11:30:00+00:00,FINAL,34.999
2808,9629,2020-11-28 12:00:00+00:00,FINAL,
2809,9629,2020-11-28 12:30:00+00:00,FINAL,33.469
2810,9629,2020-11-28 13:00:00+00:00,FINAL,
2811,9629,2020-11-28 13:30:00+00:00,FINAL,32.895
2812,9629,2020-11-28 14:00:00+00:00,FINAL,
2813,9629,2020-11-28 14:30:00+00:00,FINAL,30.218
2814,9629,2020-11-28 15:00:00+00:00,FINAL,
2815,9629,2020-11-28 15:30:00+00:00,FINAL,28.879
2816,9629,2020-11-28 16:00:00+00:00,FINAL,
2817,9629,2020-11-28 16:30:00+00:00,FINAL,31.939
2818,9629,2020-11-28 17:00:00+00:00,FINAL,
2819,9629,2020-11-28 17:30:00+00:00,FINAL,34.042
2820,9629,2020-11-28 18:00:00+00:00,FINAL,
2821,9629,2020-11-28 18:30:00+00:00,FINAL,38.25
2822,9629,2020-11-28 19:00:00+00:00,FINAL,
2823,9629,2020-11-28 19:30:00+00:00,FINAL,31.17375
2824,9629,2020-11-28 20:00:00+00:00,FINAL,
2825,9629,2020-11-28 20:30:00+00:00,FINAL,31.174
2826,9629,2020-11-28 21:00:00+00:00,FINAL,
2827,9629,2020-11-28 21:30:00+00:00,FINAL,30.983
2828,9629,2020-11-28 22:00:00+00:00,FINAL,
2829,9629,2020-11-28 22:30:00+00:00,FINAL,27.922
2830,9629,2020-11-28 23:00:00+00:00,FINAL,
2831,9629,2020-11-28 23:30:00+00:00,FINAL,24.863
2832,9629,2020-11-29 00:00:00+00:00,FINAL,
2833,9629,2020-11-29 00:30:00+00:00,FINAL,21.229
2834,9629,2020-11-29 01:00:00+00:00,FINAL,
2835,9629,2020-11-29 01:30:00+00:00,FINAL,29.261
2836,9629,2020-11-29 02:00:00+00:00,FINAL,
2837,9629,2020-11-29 02:30:00+00:00,FINAL,21.038
2838,9629,2020-11-29 03:00:00+00:00,FINAL,
2839,9629,2020-11-29 03:30:00+00:00,FINAL,20.846
2840,9629,2020-11-29 04:00:00+00:00,FINAL,
2841,9629,2020-11-29 04:30:00+00:00,FINAL,21.994
2842,9629,2020-11-29 05:00:00+00:00,FINAL,
2843,9629,2020-11-29 05:30:00+00:00,FINAL,24.098
2844,9629,2020-11-29 06:00:00+00:00,FINAL,
2845,9629,2020-11-29 06:30:00+00:00,FINAL,25.819
2846,9629,2020-11-29 07:00:00+00:00,FINAL,
2847,9629,2020-11-29 07:30:00+00:00,FINAL,18.169
2848,9629,2020-11-29 08:00:00+00:00,FINAL,
2849,9629,2020-11-29 08:30:00+00:00,FINAL,16.256
2850,9629,2020-11-29 09:00:00+00:00,FINAL,
2851,9629,2020-11-29 09:30:00+00:00,FINAL,15.491
2852,9629,2020-11-29 10:00:00+00:00,FINAL,
2853,9629,2020-11-29 10:30:00+00:00,FINAL,17.977
2854,9629,2020-11-29 11:00:00+00:00,FINAL,
2855,9629,2020-11-29 11:30:00+00:00,FINAL,16.256
2856,9629,2020-11-29 12:00:00+00:00,FINAL,
2857,9629,2020-11-29 12:30:00+00:00,FINAL,24.48
2858,9629,2020-11-29 13:00:00+00:00,FINAL,
2859,9629,2020-11-29 13:30:00+00:00,FINAL,20.081
2860,9629,2020-11-29 14:00:00+00:00,FINAL,
2861,9629,2020-11-29 14:30:00+00:00,FINAL,25.054
2862,9629,2020-11-29 15:00:00+00:00,FINAL,
2863,9629,2020-11-29 15:30:00+00:00,FINAL,31.365
2864,9629,2020-11-29 16:00:00+00:00,FINAL,
2865,9629,2020-11-29 16:30:00+00:00,FINAL,36.911
2866,9629,2020-11-29 17:00:00+00:00,FINAL,
2867,9629,2020-11-29 17:30:00+00:00,FINAL,35.572
2868,9629,2020-11-29 18:00:00+00:00,FINAL,
2869,9629,2020-11-29 18:30:00+00:00,FINAL,30.218
2870,9629,2020-11-29 19:00:00+00:00,FINAL,
2871,9629,2020-11-29 19:30:00+00:00,FINAL,30.2175
2872,9629,2020-11-29 20:00:00+00:00,FINAL,
2873,9629,2020-11-29 20:30:00+00:00,FINAL,30.218
2874,9629,2020-11-29 21:00:00+00:00,FINAL,
2875,9629,2020-11-29 21:30:00+00:00,FINAL,31.556
2876,9629,2020-11-29 22:00:00+00:00,FINAL,
2877,9629,2020-11-29 22:30:00+00:00,FINAL,21.038
2878,9629,2020-11-29 23:00:00+00:00,FINAL,
2879,9629,2020-11-29 23:30:00+00:00,FINAL,21.611
2880,9629,2020-11-30 00:00:00+00:00,FINAL,
2881,9629,2020-11-30 00:30:00+00:00,FINAL,18.36
2882,9629,2020-11-30 01:00:00+00:00,FINAL,
2883,9629,2020-11-30 01:30:00+00:00,FINAL,19.508
2884,9629,2020-11-30 02:00:00+00:00,FINAL,
2885,9629,2020-11-30 02:30:00+00:00,FINAL,17.404
2886,9629,2020-11-30 03:00:00+00:00,FINAL,
2887,9629,2020-11-30 03:30:00+00:00,FINAL,14.344
2888,9629,2020-11-30 04:00:00+00:00,FINAL,
2889,9629,2020-11-30 04:30:00+00:00,FINAL,10.901
2890,9629,2020-11-30 05:00:00+00:00,FINAL,
2891,9629,2020-11-30 05:30:00+00:00,FINAL,11.857
2892,9629,2020-11-30 06:00:00+00:00,FINAL,
2893,9629,2020-11-30 06:30:00+00:00,FINAL,22.95
2894,9629,2020-11-30 07:00:00+00:00,FINAL,
2895,9629,2020-11-30 07:30:00+00:00,FINAL,30.026
2896,9629,2020-11-30 08:00:00+00:00,FINAL,
2897,9629,2020-11-30 08:30:00+00:00,FINAL,33.469
2898,9629,2020-11-30 09:00:00+00:00,FINAL,
2899,9629,2020-11-30 09:30:00+00:00,FINAL,33.66
2900,9629,2020-11-30 10:00:00+00:00,FINAL,
2901,9629,2020-11-30 10:30:00+00:00,FINAL,30.983
2902,9629,2020-11-30 11:00:00+00:00,FINAL,
2903,9629,2020-11-30 11:30:00+00:00,FINAL,28.114
2904,9629,2020-11-30 12:00:00+00:00,FINAL,
2905,9629,2020-11-30 12:30:00+00:00,FINAL,26.201
2906,9629,2020-11-30 13:00:00+00:00,FINAL,
2907,9629,2020-11-30 13:30:00+00:00,FINAL,25.436
2908,9629,2020-11-30 14:00:00+00:00,FINAL,
2909,9629,2020-11-30 14:30:00+00:00,FINAL,30.218
2910,9629,2020-11-30 15:00:00+00:00,FINAL,
2911,9629,2020-11-30 15:30:00+00:00,FINAL,30.026
2912,9629,2020-11-30 16:00:00+00:00,FINAL,
2913,9629,2020-11-30 16:30:00+00:00,FINAL,27.54
2914,9629,2020-11-30 17:00:00+00:00,FINAL,
2915,9629,2020-11-30 17:30:00+00:00,FINAL,25.628
2916,9629,2020-11-30 18:00:00+00:00,FINAL,
2917,9629,2020-11-30 18:30:00+00:00,FINAL,24.671
2918,9629,2020-11-30 19:00:00+00:00,FINAL,
2919,9629,2020-11-30 19:30:00+00:00,FINAL,11.28375
2920,9629,2020-11-30 20:00:00+00:00,FINAL,
2921,9629,2020-11-30 20:30:00+00:00,FINAL,11.284
2922,9629,2020-11-30 21:00:00+00:00,FINAL,
2923,9629,2020-11-30 21:30:00+00:00,FINAL,5.737
2924,9629,2020-11-30 22:00:00+00:00,FINAL,
2925,9629,2020-11-30 22:30:00+00:00,FINAL,9.18
2926,9629,2020-11-30 23:00:00+00:00,FINAL,
2927,9629,2020-11-30 23:30:00+00:00,FINAL,13.77
2928,9629,2020-12-01 00:00:00+00:00,FINAL,
2929,9629,2020-12-01 00:30:00+00:00,FINAL,10.71
2930,9629,2020-12-01 01:00:00+00:00,FINAL,
2931,9629,2020-12-01 01:30:00+00:00,FINAL,12.431
2932,9629,2020-12-01 02:00:00+00:00,FINAL,
2933,9629,2020-12-01 02:30:00+00:00,FINAL,8.606
2934,9629,2020-12-01 03:00:00+00:00,FINAL,
2935,9629,2020-12-01 03:30:00+00:00,FINAL,10.901
2936,9629,2020-12-01 04:00:00+00:00,FINAL,
2937,9629,2020-12-01 04:30:00+00:00,FINAL,11.284
2938,9629,2020-12-01 05:00:00+00:00,FINAL,
2939,9629,2020-12-01 05:30:00+00:00,FINAL,16.256
2940,9629,2020-12-01 06:00:00+00:00,FINAL,
2941,9629,2020-12-01 06:30:00+00:00,FINAL,19.125
2942,9629,2020-12-01 07:00:00+00:00,FINAL,
2943,9629,2020-12-01 07:30:00+00:00,FINAL,26.966
2944,9629,2020-12-01 08:00:00+00:00,FINAL,
2945,9629,2020-12-01 08:30:00+00:00,FINAL,33.086
2946,9629,2020-12-01 09:00:00+00:00,FINAL,
2947,9629,2020-12-01 09:30:00+00:00,FINAL,28.496
2948,9629,2020-12-01 10:00:00+00:00,FINAL,
2949,9629,2020-12-01 10:30:00+00:00,FINAL,24.671
2950,9629,2020-12-01 11:00:00+00:00,FINAL,
2951,9629,2020-12-01 11:30:00+00:00,FINAL,22.185
2952,9629,2020-12-01 12:00:00+00:00,FINAL,
2953,9629,2020-12-01 12:30:00+00:00,FINAL,28.114
2954,9629,2020-12-01 13:00:00+00:00,FINAL,
2955,9629,2020-12-01 13:30:00+00:00,FINAL,24.098
2956,9629,2020-12-01 14:00:00+00:00,FINAL,
2957,9629,2020-12-01 14:30:00+00:00,FINAL,28.688
2958,9629,2020-12-01 15:00:00+00:00,FINAL,
2959,9629,2020-12-01 15:30:00+00:00,FINAL,28.879
2960,9629,2020-12-01 16:00:00+00:00,FINAL,
2961,9629,2020-12-01 16:30:00+00:00,FINAL,40.354
2962,9629,2020-12-01 17:00:00+00:00,FINAL,
2963,9629,2020-12-01 17:30:00+00:00,FINAL,52.211
2964,9629,2020-12-01 18:00:00+00:00,FINAL,
2965,9629,2020-12-01 18:30:00+00:00,FINAL,44.179
2966,9629,2020-12-01 19:00:00+00:00,FINAL,
2967,9629,2020-12-01 19:30:00+00:00,FINAL,52.97625
2968,9629,2020-12-01 20:00:00+00:00,FINAL,
2969,9629,2020-12-01 20:30:00+00:00,FINAL,52.976
2970,9629,2020-12-01 21:00:00+00:00,FINAL,
2971,9629,2020-12-01 21:30:00+00:00,FINAL,50.299
2972,9629,2020-12-01 22:00:00+00:00,FINAL,
2973,9629,2020-12-01 22:30:00+00:00,FINAL,44.752
2974,9629,2020-12-01 23:00:00+00:00,FINAL,
2975,9629,2020-12-01 23:30:00+00:00,FINAL,42.075
2976,9629,2020-12-02 00:00:00+00:00,FINAL,
2977,9629,2020-12-02 00:30:00+00:00,FINAL,29.07
2978,9629,2020-12-02 01:00:00+00:00,FINAL,
2979,9629,2020-12-02 01:30:00+00:00,FINAL,34.425
2980,9629,2020-12-02 02:00:00+00:00,FINAL,
2981,9629,2020-12-02 02:30:00+00:00,FINAL,30.409
2982,9629,2020-12-02 03:00:00+00:00,FINAL,
2983,9629,2020-12-02 03:30:00+00:00,FINAL,31.365
2984,9629,2020-12-02 04:00:00+00:00,FINAL,
2985,9629,2020-12-02 04:30:00+00:00,FINAL,31.556
2986,9629,2020-12-02 05:00:00+00:00,FINAL,
2987,9629,2020-12-02 05:30:00+00:00,FINAL,35.955
2988,9629,2020-12-02 06:00:00+00:00,FINAL,
2989,9629,2020-12-02 06:30:00+00:00,FINAL,43.414
2990,9629,2020-12-02 07:00:00+00:00,FINAL,
2991,9629,2020-12-02 07:30:00+00:00,FINAL,45.135
2992,9629,2020-12-02 08:00:00+00:00,FINAL,
2993,9629,2020-12-02 08:30:00+00:00,FINAL,61.391
2994,9629,2020-12-02 09:00:00+00:00,FINAL,
2995,9629,2020-12-02 09:30:00+00:00,FINAL,43.222
2996,9629,2020-12-02 10:00:00+00:00,FINAL,
2997,9629,2020-12-02 10:30:00+00:00,FINAL,44.752
2998,9629,2020-12-02 11:00:00+00:00,FINAL,
2999,9629,2020-12-02 11:30:00+00:00,FINAL,46.474
3000,9629,2020-12-02 12:00:00+00:00,FINAL,
3001,9629,2020-12-02 12:30:00+00:00,FINAL,49.534
3002,9629,2020-12-02 13:00:00+00:00,FINAL,
3003,9629,2020-12-02 13:30:00+00:00,FINAL,45.709
3004,9629,2020-12-02 14:00:00+00:00,FINAL,
3005,9629,2020-12-02 14:30:00+00:00,FINAL,36.529
3006,9629,2020-12-02 15:00:00+00:00,FINAL,
3007,9629,2020-12-02 15:30:00+00:00,FINAL,39.398
3008,9629,2020-12-02 16:00:00+00:00,FINAL,
3009,9629,2020-12-02 16:30:00+00:00,FINAL,58.905
3010,9629,2020-12-02 17:00:00+00:00,FINAL,
3011,9629,2020-12-02 17:30:00+00:00,FINAL,53.167
3012,9629,2020-12-02 18:00:00+00:00,FINAL,
3013,9629,2020-12-02 18:30:00+00:00,FINAL,48.004
3014,9629,2020-12-02 19:00:00+00:00,FINAL,
3015,9629,2020-12-02 19:30:00+00:00,FINAL,45.9
3016,9629,2020-12-02 20:00:00+00:00,FINAL,
3017,9629,2020-12-02 20:30:00+00:00,FINAL,45.9
3018,9629,2020-12-02 21:00:00+00:00,FINAL,
3019,9629,2020-12-02 21:30:00+00:00,FINAL,44.752
3020,9629,2020-12-02 22:00:00+00:00,FINAL,
3021,9629,2020-12-02 22:30:00+00:00,FINAL,37.867
3022,9629,2020-12-02 23:00:00+00:00,FINAL,
3023,9629,2020-12-02 23:30:00+00:00,FINAL,24.098
3024,9629,2020-12-03 00:00:00+00:00,FINAL,
3025,9629,2020-12-03 00:30:00+00:00,FINAL,17.212
3026,9629,2020-12-03 01:00:00+00:00,FINAL,
3027,9629,2020-12-03 01:30:00+00:00,FINAL,14.344
3028,9629,2020-12-03 02:00:00+00:00,FINAL,
3029,9629,2020-12-03 02:30:00+00:00,FINAL,10.328
3030,9629,2020-12-03 03:00:00+00:00,FINAL,
3031,9629,2020-12-03 03:30:00+00:00,FINAL,9.754
3032,9629,2020-12-03 04:00:00+00:00,FINAL,
3033,9629,2020-12-03 04:30:00+00:00,FINAL,9.563
3034,9629,2020-12-03 05:00:00+00:00,FINAL,
3035,9629,2020-12-03 05:30:00+00:00,FINAL,12.814
3036,9629,2020-12-03 06:00:00+00:00,FINAL,
3037,9629,2020-12-03 06:30:00+00:00,FINAL,21.038
3038,9629,2020-12-03 07:00:00+00:00,FINAL,
3039,9629,2020-12-03 07:30:00+00:00,FINAL,35.572
3040,9629,2020-12-03 08:00:00+00:00,FINAL,
3041,9629,2020-12-03 08:30:00+00:00,FINAL,32.13
3042,9629,2020-12-03 09:00:00+00:00,FINAL,
3043,9629,2020-12-03 09:30:00+00:00,FINAL,29.453
3044,9629,2020-12-03 10:00:00+00:00,FINAL,
3045,9629,2020-12-03 10:30:00+00:00,FINAL,38.059
3046,9629,2020-12-03 11:00:00+00:00,FINAL,
3047,9629,2020-12-03 11:30:00+00:00,FINAL,32.13
3048,9629,2020-12-03 12:00:00+00:00,FINAL,
3049,9629,2020-12-03 12:30:00+00:00,FINAL,31.747
3050,9629,2020-12-03 13:00:00+00:00,FINAL,
3051,9629,2020-12-03 13:30:00+00:00,FINAL,33.278
3052,9629,2020-12-03 14:00:00+00:00,FINAL,
3053,9629,2020-12-03 14:30:00+00:00,FINAL,33.66
3054,9629,2020-12-03 15:00:00+00:00,FINAL,
3055,9629,2020-12-03 15:30:00+00:00,FINAL,35.572
3056,9629,2020-12-03 16:00:00+00:00,FINAL,
3057,9629,2020-12-03 16:30:00+00:00,FINAL,56.61
3058,9629,2020-12-03 17:00:00+00:00,FINAL,
3059,9629,2020-12-03 17:30:00+00:00,FINAL,55.845
3060,9629,2020-12-03 18:00:00+00:00,FINAL,
3061,9629,2020-12-03 18:30:00+00:00,FINAL,57.375
3062,9629,2020-12-03 19:00:00+00:00,FINAL,
3063,9629,2020-12-03 19:30:00+00:00,FINAL,44.17875
3064,9629,2020-12-03 20:00:00+00:00,FINAL,
3065,9629,2020-12-03 20:30:00+00:00,FINAL,44.179
3066,9629,2020-12-03 21:00:00+00:00,FINAL,
3067,9629,2020-12-03 21:30:00+00:00,FINAL,41.501
3068,9629,2020-12-03 22:00:00+00:00,FINAL,
3069,9629,2020-12-03 22:30:00+00:00,FINAL,27.731
3070,9629,2020-12-03 23:00:00+00:00,FINAL,
3071,9629,2020-12-03 23:30:00+00:00,FINAL,23.332
3072,9629,2020-12-04 00:00:00+00:00,FINAL,
3073,9629,2020-12-04 00:30:00+00:00,FINAL,19.89
3074,9629,2020-12-04 01:00:00+00:00,FINAL,
3075,9629,2020-12-04 01:30:00+00:00,FINAL,15.874
3076,9629,2020-12-04 02:00:00+00:00,FINAL,
3077,9629,2020-12-04 02:30:00+00:00,FINAL,10.901
3078,9629,2020-12-04 03:00:00+00:00,FINAL,
3079,9629,2020-12-04 03:30:00+00:00,FINAL,8.415
3080,9629,2020-12-04 04:00:00+00:00,FINAL,
3081,9629,2020-12-04 04:30:00+00:00,FINAL,10.136
3082,9629,2020-12-04 05:00:00+00:00,FINAL,
3083,9629,2020-12-04 05:30:00+00:00,FINAL,14.918
3084,9629,2020-12-04 06:00:00+00:00,FINAL,
3085,9629,2020-12-04 06:30:00+00:00,FINAL,18.934
3086,9629,2020-12-04 07:00:00+00:00,FINAL,
3087,9629,2020-12-04 07:30:00+00:00,FINAL,29.835
3088,9629,2020-12-04 08:00:00+00:00,FINAL,
3089,9629,2020-12-04 08:30:00+00:00,FINAL,28.496
3090,9629,2020-12-04 09:00:00+00:00,FINAL,
3091,9629,2020-12-04 09:30:00+00:00,FINAL,27.922
3092,9629,2020-12-04 10:00:00+00:00,FINAL,
3093,9629,2020-12-04 10:30:00+00:00,FINAL,37.102
3094,9629,2020-12-04 11:00:00+00:00,FINAL,
3095,9629,2020-12-04 11:30:00+00:00,FINAL,33.66
3096,9629,2020-12-04 12:00:00+00:00,FINAL,
3097,9629,2020-12-04 12:30:00+00:00,FINAL,32.704
3098,9629,2020-12-04 13:00:00+00:00,FINAL,
3099,9629,2020-12-04 13:30:00+00:00,FINAL,32.704
3100,9629,2020-12-04 14:00:00+00:00,FINAL,
3101,9629,2020-12-04 14:30:00+00:00,FINAL,30.026
3102,9629,2020-12-04 15:00:00+00:00,FINAL,
3103,9629,2020-12-04 15:30:00+00:00,FINAL,29.261
3104,9629,2020-12-04 16:00:00+00:00,FINAL,
3105,9629,2020-12-04 16:30:00+00:00,FINAL,29.261
3106,9629,2020-12-04 17:00:00+00:00,FINAL,
3107,9629,2020-12-04 17:30:00+00:00,FINAL,24.098
3108,9629,2020-12-04 18:00:00+00:00,FINAL,
3109,9629,2020-12-04 18:30:00+00:00,FINAL,23.715
3110,9629,2020-12-04 19:00:00+00:00,FINAL,
3111,9629,2020-12-04 19:30:00+00:00,FINAL,20.46375
3112,9629,2020-12-04 20:00:00+00:00,FINAL,
3113,9629,2020-12-04 20:30:00+00:00,FINAL,20.464
3114,9629,2020-12-04 21:00:00+00:00,FINAL,
3115,9629,2020-12-04 21:30:00+00:00,FINAL,17.977
3116,9629,2020-12-04 22:00:00+00:00,FINAL,
3117,9629,2020-12-04 22:30:00+00:00,FINAL,16.639
3118,9629,2020-12-04 23:00:00+00:00,FINAL,
3119,9629,2020-12-04 23:30:00+00:00,FINAL,15.491
3120,9629,2020-12-05 00:00:00+00:00,FINAL,
3121,9629,2020-12-05 00:30:00+00:00,FINAL,14.152
3122,9629,2020-12-05 01:00:00+00:00,FINAL,
3123,9629,2020-12-05 01:30:00+00:00,FINAL,11.092
3124,9629,2020-12-05 02:00:00+00:00,FINAL,
3125,9629,2020-12-05 02:30:00+00:00,FINAL,14.152
3126,9629,2020-12-05 03:00:00+00:00,FINAL,
3127,9629,2020-12-05 03:30:00+00:00,FINAL,12.24
3128,9629,2020-12-05 04:00:00+00:00,FINAL,
3129,9629,2020-12-05 04:30:00+00:00,FINAL,8.606
3130,9629,2020-12-05 05:00:00+00:00,FINAL,
3131,9629,2020-12-05 05:30:00+00:00,FINAL,6.694
3132,9629,2020-12-05 06:00:00+00:00,FINAL,
3133,9629,2020-12-05 06:30:00+00:00,FINAL,6.311
3134,9629,2020-12-05 07:00:00+00:00,FINAL,
3135,9629,2020-12-05 07:30:00+00:00,FINAL,7.076
3136,9629,2020-12-05 08:00:00+00:00,FINAL,
3137,9629,2020-12-05 08:30:00+00:00,FINAL,7.459
3138,9629,2020-12-05 09:00:00+00:00,FINAL,
3139,9629,2020-12-05 09:30:00+00:00,FINAL,11.092
3140,9629,2020-12-05 10:00:00+00:00,FINAL,
3141,9629,2020-12-05 10:30:00+00:00,FINAL,10.328
3142,9629,2020-12-05 11:00:00+00:00,FINAL,
3143,9629,2020-12-05 11:30:00+00:00,FINAL,9.18
3144,9629,2020-12-05 12:00:00+00:00,FINAL,
3145,9629,2020-12-05 12:30:00+00:00,FINAL,9.945
3146,9629,2020-12-05 13:00:00+00:00,FINAL,
3147,9629,2020-12-05 13:30:00+00:00,FINAL,7.268
3148,9629,2020-12-05 14:00:00+00:00,FINAL,
3149,9629,2020-12-05 14:30:00+00:00,FINAL,8.033
3150,9629,2020-12-05 15:00:00+00:00,FINAL,
3151,9629,2020-12-05 15:30:00+00:00,FINAL,9.18
3152,9629,2020-12-05 16:00:00+00:00,FINAL,
3153,9629,2020-12-05 16:30:00+00:00,FINAL,14.152
3154,9629,2020-12-05 17:00:00+00:00,FINAL,
3155,9629,2020-12-05 17:30:00+00:00,FINAL,19.508
3156,9629,2020-12-05 18:00:00+00:00,FINAL,
3157,9629,2020-12-05 18:30:00+00:00,FINAL,25.054
3158,9629,2020-12-05 19:00:00+00:00,FINAL,
3159,9629,2020-12-05 19:30:00+00:00,FINAL,27.54
3160,9629,2020-12-05 20:00:00+00:00,FINAL,
3161,9629,2020-12-05 20:30:00+00:00,FINAL,27.54
3162,9629,2020-12-05 21:00:00+00:00,FINAL,
3163,9629,2020-12-05 21:30:00+00:00,FINAL,31.939
3164,9629,2020-12-05 22:00:00+00:00,FINAL,
3165,9629,2020-12-05 22:30:00+00:00,FINAL,31.939
3166,9629,2020-12-05 23:00:00+00:00,FINAL,
3167,9629,2020-12-05 23:30:00+00:00,FINAL,26.966
3168,9629,2020-12-06 00:00:00+00:00,FINAL,
3169,9629,2020-12-06 00:30:00+00:00,FINAL,27.922
3170,9629,2020-12-06 01:00:00+00:00,FINAL,
3171,9629,2020-12-06 01:30:00+00:00,FINAL,23.715
3172,9629,2020-12-06 02:00:00+00:00,FINAL,
3173,9629,2020-12-06 02:30:00+00:00,FINAL,24.098
3174,9629,2020-12-06 03:00:00+00:00,FINAL,
3175,9629,2020-12-06 03:30:00+00:00,FINAL,26.966
3176,9629,2020-12-06 04:00:00+00:00,FINAL,
3177,9629,2020-12-06 04:30:00+00:00,FINAL,18.169
3178,9629,2020-12-06 05:00:00+00:00,FINAL,
3179,9629,2020-12-06 05:30:00+00:00,FINAL,14.152
3180,9629,2020-12-06 06:00:00+00:00,FINAL,
3181,9629,2020-12-06 06:30:00+00:00,FINAL,15.3
3182,9629,2020-12-06 07:00:00+00:00,FINAL,
3183,9629,2020-12-06 07:30:00+00:00,FINAL,15.109
3184,9629,2020-12-06 08:00:00+00:00,FINAL,
3185,9629,2020-12-06 08:30:00+00:00,FINAL,17.977
3186,9629,2020-12-06 09:00:00+00:00,FINAL,
3187,9629,2020-12-06 09:30:00+00:00,FINAL,21.229
3188,9629,2020-12-06 10:00:00+00:00,FINAL,
3189,9629,2020-12-06 10:30:00+00:00,FINAL,27.54
